pair_id,analysis_cluster,label,path,duration_s,leading_silence_ms,trailing_silence_ms,score_original,score_trimmed,delta_score
232,c45d64f4a9ad8d1efb4d802830abc40f0e0e29e23a1d399fb4e668a1781d60c7b6329f4ed2b4ee75586b7ef748b73a373cb36707965a2b5785d7e9ce6196f390,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0232.wav,6.84,0.0,0.0,0.011007603257894516,0.011007603257894516,0.0
233,f59a2dc4d475bfb45d9b9628faa8b0e53570d46a05fd85dd8542559975c8cd75bf87c02f557d7ecd3e4eda2872a7e4a57adc699bc30e819c9e5c1c9e520cd02b,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0233.wav,5.04,288.0,176.0,5.224521636962891,4.3262176513671875,-0.8983039855957031
233,f59a2dc4d475bfb45d9b9628faa8b0e53570d46a05fd85dd8542559975c8cd75bf87c02f557d7ecd3e4eda2872a7e4a57adc699bc30e819c9e5c1c9e520cd02b,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0233.wav,5.04,0.0,0.0,1.9452006816864014,1.9452006816864014,0.0
234,7645441bdc18d3b030505861df550d84664b9a9931552e1efeafab2fc218b84b74173a02073f3ab449dfd6be412293b9bfbe39fc0b97793fff0f586d8212ca0d,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0234.wav,5.94,32.0,852.0,1.9068433046340942,3.267749071121216,1.3609057664871216
234,7645441bdc18d3b030505861df550d84664b9a9931552e1efeafab2fc218b84b74173a02073f3ab449dfd6be412293b9bfbe39fc0b97793fff0f586d8212ca0d,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0234.wav,5.94,0.0,0.0,0.13771383464336395,0.13771383464336395,0.0
235,aafda704e52784565ee078117b2a7941d822e96444d43cfe115de75e654f8c08c23b050eebe7b4264498537464b6e45cd0624f23aec65f904b156464d5056d52,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0235.wav,5.076,1024.0,820.0,5.03049373626709,-4.309388160705566,-9.339881896972656
235,aafda704e52784565ee078117b2a7941d822e96444d43cfe115de75e654f8c08c23b050eebe7b4264498537464b6e45cd0624f23aec65f904b156464d5056d52,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0235.wav,5.076,0.0,0.0,0.22250588238239288,0.22250588238239288,0.0
236,5310b36732adcb306bf541cfc07167aab125fdc69f95b159dc7599776e6c59eba8b9c847e20aad3e0d2cedcc27f1e73e9d9b7e9522ec4287c3f54c98bbca7ea7,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0236.wav,7.236,96.0,1156.0,4.952864646911621,4.732420444488525,-0.2204442024230957
236,5310b36732adcb306bf541cfc07167aab125fdc69f95b159dc7599776e6c59eba8b9c847e20aad3e0d2cedcc27f1e73e9d9b7e9522ec4287c3f54c98bbca7ea7,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0236.wav,7.236,0.0,0.0,-5.415983200073242,-5.415983200073242,0.0
237,23dd6e26b3a5106b8ad2de2def45e53280a12df6c47364b2bf652743a0198329d4e46b73fe42287703f0146d0bdb9be101cb22064f7b79578248fdc2ca2085f0,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0237.wav,7.2,64.0,0.0,5.000099182128906,5.292874336242676,0.29277515411376953
237,23dd6e26b3a5106b8ad2de2def45e53280a12df6c47364b2bf652743a0198329d4e46b73fe42287703f0146d0bdb9be101cb22064f7b79578248fdc2ca2085f0,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0237.wav,7.2,0.0,0.0,0.08000358939170837,0.08000358939170837,0.0
238,0a073b2441b86a13d80728f1a14413d473c4091d1053a3a53982f2c2698abb2a31f35efaefaad9b678d4cf8b27aecc058d4f664d005474a90b8af287ff58c303,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0238.wav,7.536,1024.0,368.0,4.810487270355225,-4.5171589851379395,-9.327646255493164
238,0a073b2441b86a13d80728f1a14413d473c4091d1053a3a53982f2c2698abb2a31f35efaefaad9b678d4cf8b27aecc058d4f664d005474a90b8af287ff58c303,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0238.wav,7.536,0.0,0.0,-0.6690969467163086,-0.6690969467163086,0.0
239,9c12887b11ae7ce76bcb5c4ca6b56f174e89c82f02c52c05b93ac7a40b6fb7b28d8474241a7dc36b3ad5b36eab48a209bf7e68a905ca64ac40b89e9311dec25d,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0239.wav,3.996,160.0,0.0,5.804095268249512,5.995966911315918,0.19187164306640625
239,9c12887b11ae7ce76bcb5c4ca6b56f174e89c82f02c52c05b93ac7a40b6fb7b28d8474241a7dc36b3ad5b36eab48a209bf7e68a905ca64ac40b89e9311dec25d,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0239.wav,3.996,0.0,0.0,5.157064914703369,5.157064914703369,0.0
240,eadc13b88ea5631a21a2beb0917e9be628171b8aaae29918cb08b2afa62e820e01d0a5e21154b643f10067864ae138783bc31abf1a13b86bcb072fa0f0df4d40,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0240.wav,3.996,1312.0,1628.0,4.924217224121094,-5.876448631286621,-10.800665855407715
240,eadc13b88ea5631a21a2beb0917e9be628171b8aaae29918cb08b2afa62e820e01d0a5e21154b643f10067864ae138783bc31abf1a13b86bcb072fa0f0df4d40,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0240.wav,3.996,0.0,0.0,7.035439491271973,7.035439491271973,0.0
241,1a94dffb861da3c85c0994bc8c83f7b79b502a83733ef28bc302cf6f1d5413001cd86d1c723357821dc3a90ba1b3f65e1203c2fa176b43daa279055fd6e5f529,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0241.wav,5.868,672.0,748.0,-0.24934567511081696,-5.45149040222168,-5.202144727110863
241,1a94dffb861da3c85c0994bc8c83f7b79b502a83733ef28bc302cf6f1d5413001cd86d1c723357821dc3a90ba1b3f65e1203c2fa176b43daa279055fd6e5f529,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0241.wav,5.868,0.0,0.0,-3.732229232788086,-3.732229232788086,0.0
242,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0242.wav,3.42,128.0,444.0,4.364760398864746,0.01433500275015831,-4.350425396114588
242,c0fce8f25f23b41ed1321b49a5940b20f8b61130c14559d79ddf3816e5a433e06cad1469ff786911ce97ba8ea234da6b623881f3bb65339d1d3dd296e477a193,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0242.wav,3.42,0.0,0.0,-5.452220916748047,-5.452220916748047,0.0
243,4c946f553c704abd727b3818b1d22dba011a368043575278b58ae219f71cb8914e6cac82abe55d7da17f49bea4cceb3b96c17355a6f5b078c19a947defb9061c,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0243.wav,2.592,384.0,544.0,1.1259349584579468,-3.642768621444702,-4.768703579902649
243,4c946f553c704abd727b3818b1d22dba011a368043575278b58ae219f71cb8914e6cac82abe55d7da17f49bea4cceb3b96c17355a6f5b078c19a947defb9061c,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0243.wav,2.592,0.0,0.0,-3.7325732707977295,-3.7325732707977295,0.0
244,0175f4388a3ca66faae78ea57819f8aab986d188f874dde198e28b64248291dde8f43a6912b9de4854f9862a8f832961da3e9194bec9ebef96b1c9b66d956422,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0244.wav,3.528,352.0,840.0,2.665308952331543,-3.8351938724517822,-6.500502824783325
244,0175f4388a3ca66faae78ea57819f8aab986d188f874dde198e28b64248291dde8f43a6912b9de4854f9862a8f832961da3e9194bec9ebef96b1c9b66d956422,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0244.wav,3.528,0.0,0.0,-0.44218915700912476,-0.44218915700912476,0.0
245,8525f36954391ad7696abcf66c1383e5409d52980ebd2d7b1063cc48ed81ebd9f8cf3a8c257f079e986893cfa2455e4c832d04863c8fed7db4f4d5951ec34d1b,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0245.wav,4.788,608.0,564.0,4.705979347229004,-5.1325788497924805,-9.838558197021484
245,8525f36954391ad7696abcf66c1383e5409d52980ebd2d7b1063cc48ed81ebd9f8cf3a8c257f079e986893cfa2455e4c832d04863c8fed7db4f4d5951ec34d1b,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0245.wav,4.788,0.0,0.0,-0.5358173847198486,-0.5358173847198486,0.0
246,9698b39cb85f238f1346eea2dba721e4e8fb440bd4d14b632aef84108f02f47d028463a7076a9eb0333b72fab260a9357f045de63eaaa3c7374ce6a692e081ba,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0246.wav,6.912,1696.0,1440.0,4.16817569732666,-5.4530839920043945,-9.621259689331055
246,9698b39cb85f238f1346eea2dba721e4e8fb440bd4d14b632aef84108f02f47d028463a7076a9eb0333b72fab260a9357f045de63eaaa3c7374ce6a692e081ba,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0246.wav,6.912,0.0,0.0,-1.2118556499481201,-1.2118556499481201,0.0
247,aae384c088b18eed8da9fe141de09f584054ad55ee2a6514c682c1bd425784ed886c928e35a66fa611ccad98b44274839b2b5f7c3fe678e1c8740cfc90389187,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0247.wav,5.22,864.0,164.0,-0.19363529980182648,-5.384363174438477,-5.19072787463665
247,aae384c088b18eed8da9fe141de09f584054ad55ee2a6514c682c1bd425784ed886c928e35a66fa611ccad98b44274839b2b5f7c3fe678e1c8740cfc90389187,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0247.wav,5.22,0.0,0.0,-1.9195762872695923,-1.9195762872695923,0.0
248,36062260d676bde6039ce120c376465b2bd64e0699bac4f5ccf693568a39376a0cbc895a1c3ad2b74de0236420dc51f0dc3bc8d7f1fcac394756286a2c426056,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0248.wav,7.632,640.0,368.0,3.3279318809509277,-3.604271173477173,-6.932203054428101
248,36062260d676bde6039ce120c376465b2bd64e0699bac4f5ccf693568a39376a0cbc895a1c3ad2b74de0236420dc51f0dc3bc8d7f1fcac394756286a2c426056,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0248.wav,7.632,640.0,368.0,1.8873873949050903,-4.6179704666137695,-6.50535786151886
249,2b0295a46df33cca7111334e28048e4ca8856ac39e51ceba5d127c2defec2c84aa3dbbe0b2cd9a0057a3710d4ca5936186ac62306a21dbc4f493acb9486d1452,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0249.wav,6.516,608.0,948.0,3.7474918365478516,-4.938974380493164,-8.686466217041016
249,2b0295a46df33cca7111334e28048e4ca8856ac39e51ceba5d127c2defec2c84aa3dbbe0b2cd9a0057a3710d4ca5936186ac62306a21dbc4f493acb9486d1452,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0249.wav,6.516,0.0,0.0,2.590724468231201,2.590724468231201,0.0
250,9492b0374bde3e9f6b0f2910f764eb837b8a3c261e9705422378ca4e59d7e977df84518e2169c11a238bf11cbd8477391bc51fdcf9134ad8216402b0cd5c37c6,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0250.wav,3.96,0.0,344.0,4.9800591468811035,4.787132740020752,-0.19292640686035156
250,9492b0374bde3e9f6b0f2910f764eb837b8a3c261e9705422378ca4e59d7e977df84518e2169c11a238bf11cbd8477391bc51fdcf9134ad8216402b0cd5c37c6,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0250.wav,3.96,0.0,0.0,0.8100907802581787,0.8100907802581787,0.0
251,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0251.wav,5.796,896.0,932.0,6.2225494384765625,5.244952201843262,-0.9775972366333008
251,1ab26689a68e6aeb9ee56daf140f5d65c19295d6b65eaef9f51f22cbd867b635758194eb9640790ea7d37a0de2bd5d0f235fb7662cc80dda56261f92c3cb4475,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0251.wav,5.796,0.0,0.0,3.316549777984619,3.316549777984619,0.0
252,ea8ef3168cd29cf3bb33c603fc49336a1b58747fac2bdd17b4f6d59f24ed30a903a1b574e5d276035f8c3141478664e8f36c46a55fb6637e08b183a0969615a0,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0252.wav,4.608,448.0,320.0,-0.03198026493191719,-4.507087707519531,-4.475107442587614
252,ea8ef3168cd29cf3bb33c603fc49336a1b58747fac2bdd17b4f6d59f24ed30a903a1b574e5d276035f8c3141478664e8f36c46a55fb6637e08b183a0969615a0,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0252.wav,4.608,0.0,0.0,-4.3905930519104,-4.3905930519104,0.0
253,bbf090e6e283e4e37184a2e8d18c4e8b316a072a5565f942ab1fe209609ce93499859b1bc6b7111be2f33203c2746e5c37c57a3fcff52e9a7f38780d6fc39a26,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0253.wav,6.948,608.0,804.0,2.441908121109009,-4.922975063323975,-7.364883184432983
253,bbf090e6e283e4e37184a2e8d18c4e8b316a072a5565f942ab1fe209609ce93499859b1bc6b7111be2f33203c2746e5c37c57a3fcff52e9a7f38780d6fc39a26,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0253.wav,6.948,0.0,0.0,-1.7525250911712646,-1.7525250911712646,0.0
254,40755351d14a54150898c5756a00e1c19d4099c2b7fca916bd7eb5967ce050c2fa3e5870250539857dbb1005de528c8a967e18a0f7dfd0dfce66024cc6a979c0,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0254.wav,5.76,640.0,832.0,4.924389839172363,2.4297449588775635,-2.4946448802948
254,40755351d14a54150898c5756a00e1c19d4099c2b7fca916bd7eb5967ce050c2fa3e5870250539857dbb1005de528c8a967e18a0f7dfd0dfce66024cc6a979c0,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0254.wav,5.76,0.0,0.0,-1.7990225553512573,-1.7990225553512573,0.0
255,46f23ae11e8565e979749342e1097a77fe3ef574253f10323351763c97b22c07b42362b03c576fa1d45361cede36368bbd6b9325f1f93cd2b8ed161a560ece2a,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0255.wav,2.4,640.0,480.0,5.41709041595459,-3.8266797065734863,-9.243770122528076
255,46f23ae11e8565e979749342e1097a77fe3ef574253f10323351763c97b22c07b42362b03c576fa1d45361cede36368bbd6b9325f1f93cd2b8ed161a560ece2a,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0255.wav,2.4,0.0,0.0,-0.17849679291248322,-0.17849679291248322,0.0
256,5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0256.wav,4.656,608.0,464.0,1.0116714239120483,-4.28719425201416,-5.2988656759262085
256,5b3872837902e6d95327320c254ce8cc9e7b69e3ad4e2e54f93009f6f44af95a3b2bd03dd9504518ddea0ce1bb0793458ea03d00ccd3c918aba1a0a91476da99,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0256.wav,4.656,0.0,0.0,-4.071928977966309,-4.071928977966309,0.0
257,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0257.wav,4.896,256.0,768.0,3.9486124515533447,0.519325315952301,-3.4292871356010437
257,d24af5ee15190d3fc14dfc4ee3c75c75fe66fb537d4c7cf94e0e7d489ba442240b112a68a9dcd921ed48aaf17649bacd187e913bf4f22c1471cdc0fd263e9aa7,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0257.wav,4.896,256.0,768.0,0.466970294713974,-1.2436546087265015,-1.7106249034404755
258,389842e0cd33cfb9876ef3d2f0e50eb0d9842d3a72efb647244e2cab4f456609c2fe3c3584b5307808cc70d8a9f6cbc18617ef2eadf45ed518b03c0dee8dfd87,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0258.wav,4.824,32.0,408.0,4.84487247467041,4.650250434875488,-0.19462203979492188
258,389842e0cd33cfb9876ef3d2f0e50eb0d9842d3a72efb647244e2cab4f456609c2fe3c3584b5307808cc70d8a9f6cbc18617ef2eadf45ed518b03c0dee8dfd87,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0258.wav,4.824,0.0,0.0,-0.6523375511169434,-0.6523375511169434,0.0
259,70c96a46f6827039223782fee3a93b99fa8168c84d3e5f9a0e2a1f16cfc1d62ad6f52d19ac175ad3ee541abd81068d089df3693e843b932053395156f6ff36b6,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0259.wav,4.716,160.0,12.0,-2.2541611194610596,-3.796065092086792,-1.5419039726257324
259,70c96a46f6827039223782fee3a93b99fa8168c84d3e5f9a0e2a1f16cfc1d62ad6f52d19ac175ad3ee541abd81068d089df3693e843b932053395156f6ff36b6,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0259.wav,4.716,0.0,0.0,-5.799622535705566,-5.799622535705566,0.0
260,984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0260.wav,4.896,928.0,0.0,3.990652322769165,-1.8721858263015747,-5.86283814907074
260,984398a9ba94c5ce43b621c6fee2c6092d5ea3632e0b605bf206a5ae59eba42401dbc36603073eec2117374293d2675a9847d91f1c71deeeeee7c5202840a1ea,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0260.wav,4.896,0.0,0.0,5.507872581481934,5.507872581481934,0.0
261,d1d9c267ebee74a32597d31c9167b2edb1f99cb7f4aa13501a5cc3bd519deaa2516058fb40da1e55deef24bb43e231ab5f17484bb11468d631c90e3bf29b76d4,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0261.wav,3.888,608.0,48.0,4.553257942199707,4.413331985473633,-0.13992595672607422
261,d1d9c267ebee74a32597d31c9167b2edb1f99cb7f4aa13501a5cc3bd519deaa2516058fb40da1e55deef24bb43e231ab5f17484bb11468d631c90e3bf29b76d4,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0261.wav,3.888,0.0,0.0,6.992283821105957,6.992283821105957,0.0
262,42adfde56dd3d69ed58436d1e8a55fac999afb0e390ebc65c299c3cd2b7258cb079683412241e54e7fa275e56a02bd19a10d6a17fead09988cd0fad2e6061e7b,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0262.wav,3.096,224.0,792.0,-5.904458999633789,-6.101439952850342,-0.19698095321655273
262,42adfde56dd3d69ed58436d1e8a55fac999afb0e390ebc65c299c3cd2b7258cb079683412241e54e7fa275e56a02bd19a10d6a17fead09988cd0fad2e6061e7b,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0262.wav,3.096,0.0,0.0,-0.8770861029624939,-0.8770861029624939,0.0
263,e6f76063e0bed01647274603154c6319e89caf2d63a94e0c72490f58e3bca473aba94f53d264079979a367057af8c6e8152ef88087ac70720ea6175f8f9e4970,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0263.wav,4.536,224.0,0.0,-0.28431838750839233,0.45434391498565674,0.7386623024940491
263,e6f76063e0bed01647274603154c6319e89caf2d63a94e0c72490f58e3bca473aba94f53d264079979a367057af8c6e8152ef88087ac70720ea6175f8f9e4970,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0263.wav,4.536,0.0,0.0,-2.5007681846618652,-2.5007681846618652,0.0
264,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0264.wav,7.884,800.0,1612.0,5.764726638793945,-0.14338275790214539,-5.908109396696091
264,bd008914e8d61f280ef49d1b81b9ba5feafa0195842fb73953d414962085d13881380f143efa9cc3014fb5083f2ca49ec0ac216b23e48f676493303b320d17d3,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0264.wav,7.884,0.0,0.0,-0.7870297431945801,-0.7870297431945801,0.0
265,d5417347b8d450c2aefa6ac74539b48c943a0d94b866457184e18c67074d8c2eb785e7191abf9c2199ef4db0873ef3ca503bfeaee470f6ab2506b8c2120a6669,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0265.wav,6.048,0.0,0.0,-4.677670001983643,-4.677670001983643,0.0
265,d5417347b8d450c2aefa6ac74539b48c943a0d94b866457184e18c67074d8c2eb785e7191abf9c2199ef4db0873ef3ca503bfeaee470f6ab2506b8c2120a6669,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0265.wav,6.048,0.0,0.0,-3.367640495300293,-3.367640495300293,0.0
266,f4be1316ad0e2da63cc723ae7822391bf5e9bebab20d134595b5dfaa0fcfc42a3907fb02b5ee992a496c84610d4d015a0b2f1e8240dc27a431cd55d69b1ab7e3,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0266.wav,4.356,640.0,1060.0,-0.16336771845817566,-5.54109001159668,-5.377722293138504
266,f4be1316ad0e2da63cc723ae7822391bf5e9bebab20d134595b5dfaa0fcfc42a3907fb02b5ee992a496c84610d4d015a0b2f1e8240dc27a431cd55d69b1ab7e3,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0266.wav,4.356,0.0,0.0,6.004999160766602,6.004999160766602,0.0
267,e13c23ee2d8500b3cffa2cdf67ef9d827331c36238411c839fe39b077736953b55de43cff6bb2d96066fb6660cc6542db53e3e5abe00c2cb8d79cf3bc38b22fb,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0267.wav,3.78,320.0,132.0,6.377025604248047,6.153504371643066,-0.22352123260498047
267,e13c23ee2d8500b3cffa2cdf67ef9d827331c36238411c839fe39b077736953b55de43cff6bb2d96066fb6660cc6542db53e3e5abe00c2cb8d79cf3bc38b22fb,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0267.wav,3.78,0.0,0.0,6.15670108795166,6.15670108795166,0.0
268,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0268.wav,3.996,512.0,572.0,-0.5910915732383728,-5.002523422241211,-4.411431849002838
268,c3b879809a9ebf0d819103be644fbf3fee1c8cafd1e2c2f905c8d6d5c2497bcd47b0cb932bb4106b5729479e89ca660253ad1158181c72462d1ce0499047db90,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0268.wav,3.996,0.0,0.0,3.6332969665527344,3.6332969665527344,0.0
269,b5368a2dff773c397ef5c49e62c79de17d88d95d2079d13c22dfd061e40dd1528406716bf6158aee618664f8bd5cd01289e1e410afda482364672472b003fd9b,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0269.wav,3.78,32.0,228.0,5.509823799133301,5.683010578155518,0.1731867790222168
269,b5368a2dff773c397ef5c49e62c79de17d88d95d2079d13c22dfd061e40dd1528406716bf6158aee618664f8bd5cd01289e1e410afda482364672472b003fd9b,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0269.wav,3.78,0.0,0.0,4.327545166015625,4.327545166015625,0.0
270,46f23ae11e8565e979749342e1097a77fe3ef574253f10323351763c97b22c07b42362b03c576fa1d45361cede36368bbd6b9325f1f93cd2b8ed161a560ece2a,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0270.wav,3.696,224.0,528.0,5.881401062011719,5.797702789306641,-0.08369827270507812
270,46f23ae11e8565e979749342e1097a77fe3ef574253f10323351763c97b22c07b42362b03c576fa1d45361cede36368bbd6b9325f1f93cd2b8ed161a560ece2a,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0270.wav,3.696,0.0,0.0,6.904026985168457,6.904026985168457,0.0
271,e0b0d9bee4bc7b503aa80e3cc2b981cba7d2cd3493201182fda6cfaf6bd0f3c06ed4dece1470c13e0a96e60f29ff7be6ceb53724edc3973a8e5594a8b8f2fb13,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0271.wav,3.996,1184.0,1020.0,4.8830647468566895,-3.9295384883880615,-8.812603235244751
271,e0b0d9bee4bc7b503aa80e3cc2b981cba7d2cd3493201182fda6cfaf6bd0f3c06ed4dece1470c13e0a96e60f29ff7be6ceb53724edc3973a8e5594a8b8f2fb13,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0271.wav,3.996,0.0,0.0,5.6924591064453125,5.6924591064453125,0.0
272,ec78af2b863dab21a727f2ae9acf3ca8000403bcaaa82e800686048efeb2dcd359c7afd61fc63ea272d52e127546ccc8650a9df372bdb8f30a4df59e828cc263,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0272.wav,4.536,992.0,0.0,-0.6203259229660034,-2.9449710845947266,-2.324645161628723
272,ec78af2b863dab21a727f2ae9acf3ca8000403bcaaa82e800686048efeb2dcd359c7afd61fc63ea272d52e127546ccc8650a9df372bdb8f30a4df59e828cc263,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0272.wav,4.536,0.0,0.0,2.4675345420837402,2.4675345420837402,0.0
273,ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0273.wav,6.408,64.0,520.0,4.651507377624512,4.811338424682617,0.15983104705810547
273,ec293248c910c28091014fec13d47bb69cc84f0b265ad0536d7e39390f3de510ab879fa3c23797defe85d8c846a4e148c971e28da6a90a647a9bc37eb03362bc,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0273.wav,6.408,0.0,0.0,5.558810710906982,5.558810710906982,0.0
274,1a88297b510c4d15acdd9d6a3f50d13fd6420c8f934e487a7ec5096ab5fbebef165269d581a12002a5eca2cf3fbced4552441668df9c027abd45ef0895eabbc2,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0274.wav,4.248,960.0,984.0,5.972651481628418,-0.1101590245962143,-6.082810506224632
274,1a88297b510c4d15acdd9d6a3f50d13fd6420c8f934e487a7ec5096ab5fbebef165269d581a12002a5eca2cf3fbced4552441668df9c027abd45ef0895eabbc2,0,hindi_griffinlim_eval_final/fake_hindi_griffinlim/hindi_fake_0274.wav,4.248,0.0,0.0,-0.5280156135559082,-0.5280156135559082,0.0
275,c7a77aac9398049c593a06e3bde552061eb033612d2266a548202cc8790a06dd5c5c4fb002e8013ef38f94abed95b3bea0e56c4cb6aa8deecf7c63373764826d,1,hindi_griffinlim_eval_final/real_hindi/hindi_real_0275.wav,5.652,544.0,0.0,-0.4871971607208252,-5.956935882568359,-5.469738721847534
